benchmark,input_size,mode,workers,repetition,correct,wall_clock_secs,total_interactions,mips,rounds,speedup,efficiency,overhead_ratio,peak_memory_bytes,bytes_sent,bytes_received,con_con,dup_dup,era_era,con_dup,con_era,dup_era,peak_memory_during_construction,peak_memory_during_reduction,agent_count_at_construction_complete,live_agent_count_watermark,representation,chunk_size,recycle_policy
ep_annihilation,10000,local,8,4,true,0.008571,10000,1.167,1,0.0405,0.0051,0.9358,0,0,0,0,0,10000,0,0,0,,,20000,20000,dense,10000,disable-under-delta
ep_annihilation,50000,sequential,0,0,true,0.004670,50000,10.707,0,1.0000,1.0000,0.0000,0,0,0,0,0,50000,0,0,0,,,100000,0,dense,10000,disable-under-delta
ep_annihilation,50000,sequential,0,1,true,0.002005,50000,24.940,0,1.0000,1.0000,0.0000,0,0,0,0,0,50000,0,0,0,,,100000,0,dense,10000,disable-under-delta
ep_annihilation,50000,sequential,0,2,true,0.002375,50000,21.051,0,1.0000,1.0000,0.0000,0,0,0,0,0,50000,0,0,0,,,100000,0,dense,10000,disable-under-delta
ep_annihilation,50000,sequential,0,3,true,0.002118,50000,23.612,0,1.0000,1.0000,0.0000,0,0,0,0,0,50000,0,0,0,,,100000,0,dense,10000,disable-under-delta
ep_annihilation,50000,sequential,0,4,true,0.002857,50000,17.498,0,1.0000,1.0000,0.0000,0,0,0,0,0,50000,0,0,0,,,100000,0,dense,10000,disable-under-delta
ep_annihilation,50000,local,1,0,true,0.007705,50000,6.489,1,0.3083,0.3083,0.1567,0,0,0,0,0,50000,0,0,0,,,100000,100000,dense,10000,disable-under-delta
ep_annihilation,50000,local,1,1,true,0.002830,50000,17.667,1,0.8392,0.8392,0.2362,0,0,0,0,0,50000,0,0,0,,,100000,100000,dense,10000,disable-under-delta
ep_annihilation,50000,local,1,2,true,0.003191,50000,15.672,1,0.7445,0.7445,0.3334,0,0,0,0,0,50000,0,0,0,,,100000,100000,dense,10000,disable-under-delta
ep_annihilation,50000,local,1,3,true,0.002828,50000,17.681,1,0.8399,0.8399,0.2391,0,0,0,0,0,50000,0,0,0,,,100000,100000,dense,10000,disable-under-delta
ep_annihilation,50000,local,1,4,true,0.003650,50000,13.699,1,0.6507,0.6507,0.2261,0,0,0,0,0,50000,0,0,0,,,100000,100000,dense,10000,disable-under-delta
ep_annihilation,50000,local,2,0,true,0.048277,50000,1.036,1,0.0492,0.0246,0.9506,0,0,0,0,0,50000,0,0,0,,,100000,100000,dense,10000,disable-under-delta
ep_annihilation,50000,local,2,1,true,0.041631,50000,1.201,1,0.0571,0.0285,0.9338,0,0,0,0,0,50000,0,0,0,,,100000,100000,dense,10000,disable-under-delta
ep_annihilation,50000,local,2,2,true,0.041276,50000,1.211,1,0.0575,0.0288,0.9411,0,0,0,0,0,50000,0,0,0,,,100000,100000,dense,10000,disable-under-delta
ep_annihilation,50000,local,2,3,true,0.043491,50000,1.150,1,0.0546,0.0273,0.9388,0,0,0,0,0,50000,0,0,0,,,100000,100000,dense,10000,disable-under-delta
ep_annihilation,50000,local,2,4,true,0.044436,50000,1.125,1,0.0535,0.0267,0.9452,0,0,0,0,0,50000,0,0,0,,,100000,100000,dense,10000,disable-under-delta
ep_annihilation,50000,local,4,0,true,0.050046,50000,0.999,1,0.0475,0.0119,0.9339,0,0,0,0,0,50000,0,0,0,,,100000,100000,dense,10000,disable-under-delta
ep_annihilation,50000,local,4,1,true,0.048797,50000,1.025,1,0.0487,0.0122,0.9293,0,0,0,0,0,50000,0,0,0,,,100000,100000,dense,10000,disable-under-delta
ep_annihilation,50000,local,4,2,true,0.048355,50000,1.034,1,0.0491,0.0123,0.9425,0,0,0,0,0,50000,0,0,0,,,100000,100000,dense,10000,disable-under-delta
ep_annihilation,50000,local,4,3,true,0.051464,50000,0.972,1,0.0462,0.0115,0.9339,0,0,0,0,0,50000,0,0,0,,,100000,100000,dense,10000,disable-under-delta
ep_annihilation,50000,local,4,4,true,0.046243,50000,1.081,1,0.0514,0.0128,0.9394,0,0,0,0,0,50000,0,0,0,,,100000,100000,dense,10000,disable-under-delta
ep_annihilation,50000,local,8,0,true,0.051239,50000,0.976,1,0.0464,0.0058,0.9389,0,0,0,0,0,50000,0,0,0,,,100000,100000,dense,10000,disable-under-delta
ep_annihilation,50000,local,8,1,true,0.049683,50000,1.006,1,0.0478,0.0060,0.9321,0,0,0,0,0,50000,0,0,0,,,100000,100000,dense,10000,disable-under-delta
ep_annihilation,50000,local,8,2,true,0.054360,50000,0.920,1,0.0437,0.0055,0.9398,0,0,0,0,0,50000,0,0,0,,,100000,100000,dense,10000,disable-under-delta
ep_annihilation,50000,local,8,3,true,0.066158,50000,0.756,1,0.0359,0.0045,0.9158,0,0,0,0,0,50000,0,0,0,,,100000,100000,dense,10000,disable-under-delta
ep_annihilation,50000,local,8,4,true,0.057308,50000,0.872,1,0.0414,0.0052,0.9495,0,0,0,0,0,50000,0,0,0,,,100000,100000,dense,10000,disable-under-delta
ep_annihilation,100000,sequential,0,0,true,0.004678,100000,21.378,0,1.0000,1.0000,0.0000,0,0,0,0,0,100000,0,0,0,,,200000,0,dense,10000,disable-under-delta
ep_annihilation,100000,sequential,0,1,true,0.004116,100000,24.294,0,1.0000,1.0000,0.0000,0,0,0,0,0,100000,0,0,0,,,200000,0,dense,10000,disable-under-delta
ep_annihilation,100000,sequential,0,2,true,0.004672,100000,21.405,0,1.0000,1.0000,0.0000,0,0,0,0,0,100000,0,0,0,,,200000,0,dense,10000,disable-under-delta
