benchmark,input_size,mode,workers,repetition,correct,wall_clock_secs,total_interactions,mips,rounds,speedup,efficiency,overhead_ratio,peak_memory_bytes,bytes_sent,bytes_received,con_con,dup_dup,era_era,con_dup,con_era,dup_era,peak_memory_during_construction,peak_memory_during_reduction,agent_count_at_construction_complete,live_agent_count_watermark,representation,chunk_size,recycle_policy,vmrss_peak_mb,vmrss_current_end_mb,stop_reason
ep_annihilation,31623,local,2,0,true,0.009126,31623,3.465,1,0.0757,0.0378,0.8765,0,0,0,0,0,31623,0,0,0,,,63246,63246,dense,,disable-under-delta,0.000000,0.000000,
ep_annihilation,31623,sequential,0,0,true,0.000640,31623,49.403,0,1.0000,1.0000,0.0000,0,0,0,0,0,31623,0,0,0,,,63246,0,dense,,disable-under-delta,0.000000,0.000000,
ep_annihilation,31623,local,2,0,true,0.010217,31623,3.095,1,0.0627,0.0313,0.8850,0,0,0,0,0,31623,0,0,0,,,63246,63246,dense,,disable-under-delta,0.000000,0.000000,
ep_annihilation,100000,sequential,0,0,true,0.002095,100000,47.744,0,1.0000,1.0000,0.0000,0,0,0,0,0,100000,0,0,0,,,200000,0,dense,,disable-under-delta,0.000000,0.000000,
ep_annihilation,100000,local,2,0,true,0.027660,100000,3.615,1,0.0757,0.0379,0.9007,0,0,0,0,0,100000,0,0,0,,,200000,200000,dense,,disable-under-delta,0.000000,0.000000,
ep_annihilation,100000,sequential,0,0,true,0.001929,100000,51.832,0,1.0000,1.0000,0.0000,0,0,0,0,0,100000,0,0,0,,,200000,0,dense,,disable-under-delta,0.000000,0.000000,
ep_annihilation,100000,local,2,0,true,0.023917,100000,4.181,1,0.0807,0.0403,0.9012,0,0,0,0,0,100000,0,0,0,,,200000,200000,dense,,disable-under-delta,0.000000,0.000000,
ep_annihilation,100000,sequential,0,0,true,0.001959,100000,51.033,0,1.0000,1.0000,0.0000,0,0,0,0,0,100000,0,0,0,,,200000,0,dense,,disable-under-delta,0.000000,0.000000,
ep_annihilation,100000,local,2,0,true,0.024482,100000,4.085,1,0.0800,0.0400,0.9036,0,0,0,0,0,100000,0,0,0,,,200000,200000,dense,,disable-under-delta,0.000000,0.000000,
ep_annihilation,100000,sequential,0,0,true,0.001975,100000,50.633,0,1.0000,1.0000,0.0000,0,0,0,0,0,100000,0,0,0,,,200000,0,dense,,disable-under-delta,0.000000,0.000000,
ep_annihilation,100000,local,2,0,true,0.024934,100000,4.011,1,0.0792,0.0396,0.9074,0,0,0,0,0,100000,0,0,0,,,200000,200000,dense,,disable-under-delta,0.000000,0.000000,
ep_annihilation,100000,sequential,0,0,true,0.002031,100000,49.234,0,1.0000,1.0000,0.0000,0,0,0,0,0,100000,0,0,0,,,200000,0,dense,,disable-under-delta,0.000000,0.000000,
ep_annihilation,100000,local,2,0,true,0.030551,100000,3.273,1,0.0665,0.0332,0.9153,0,0,0,0,0,100000,0,0,0,,,200000,200000,dense,,disable-under-delta,0.000000,0.000000,
ep_annihilation,316228,sequential,0,0,true,0.006999,316228,45.179,0,1.0000,1.0000,0.0000,0,0,0,0,0,316228,0,0,0,,,632456,0,dense,,disable-under-delta,0.000000,0.000000,
ep_annihilation,316228,local,2,0,true,0.128600,316228,2.459,1,0.0544,0.0272,0.9367,0,0,0,0,0,316228,0,0,0,,,632456,632456,dense,,disable-under-delta,0.000000,0.000000,
ep_annihilation,316228,sequential,0,0,true,0.006808,316228,46.448,0,1.0000,1.0000,0.0000,0,0,0,0,0,316228,0,0,0,,,632456,0,dense,,disable-under-delta,0.000000,0.000000,
ep_annihilation,316228,local,2,0,true,0.111199,316228,2.844,1,0.0612,0.0306,0.9258,0,0,0,0,0,316228,0,0,0,,,632456,632456,dense,,disable-under-delta,0.000000,0.000000,
ep_annihilation,316228,sequential,0,0,true,0.006697,316228,47.218,0,1.0000,1.0000,0.0000,0,0,0,0,0,316228,0,0,0,,,632456,0,dense,,disable-under-delta,0.000000,0.000000,
ep_annihilation,316228,local,2,0,true,0.116315,316228,2.719,1,0.0576,0.0288,0.9320,0,0,0,0,0,316228,0,0,0,,,632456,632456,dense,,disable-under-delta,0.000000,0.000000,
ep_annihilation,316228,sequential,0,0,true,0.006919,316228,45.702,0,1.0000,1.0000,0.0000,0,0,0,0,0,316228,0,0,0,,,632456,0,dense,,disable-under-delta,0.000000,0.000000,
ep_annihilation,316228,local,2,0,true,0.117733,316228,2.686,1,0.0588,0.0294,0.9268,0,0,0,0,0,316228,0,0,0,,,632456,632456,dense,,disable-under-delta,0.000000,0.000000,
ep_annihilation,316228,sequential,0,0,true,0.006892,316228,45.886,0,1.0000,1.0000,0.0000,0,0,0,0,0,316228,0,0,0,,,632456,0,dense,,disable-under-delta,0.000000,0.000000,
ep_annihilation,316228,local,2,0,true,0.105492,316228,2.998,1,0.0653,0.0327,0.9208,0,0,0,0,0,316228,0,0,0,,,632456,632456,dense,,disable-under-delta,0.000000,0.000000,
ep_annihilation,1000000,sequential,0,0,true,0.020973,1000000,47.681,0,1.0000,1.0000,0.0000,0,0,0,0,0,1000000,0,0,0,,,2000000,0,dense,,disable-under-delta,0.000000,0.000000,
