benchmark,input_size,mode,workers,repetition,correct,wall_clock_secs,total_interactions,mips,rounds,speedup,efficiency,overhead_ratio,peak_memory_bytes,bytes_sent,bytes_received,con_con,dup_dup,era_era,con_dup,con_era,dup_era,peak_memory_during_construction,peak_memory_during_reduction,agent_count_at_construction_complete,live_agent_count_watermark,representation,chunk_size,recycle_policy
ep_annihilation,316228,sequential,0,1,true,0.008971,316228,35.250,0,1.0000,1.0000,0.0000,80740352,0,0,0,0,316228,0,0,0,73261056,80740352,632456,0,dense,1000,disable-under-delta
ep_annihilation,316228,sequential,0,2,true,0.007551,316228,41.881,0,1.0000,1.0000,0.0000,80740352,0,0,0,0,316228,0,0,0,73261056,80740352,632456,0,dense,1000,disable-under-delta
ep_annihilation,316228,sequential,0,3,true,0.007407,316228,42.692,0,1.0000,1.0000,0.0000,80740352,0,0,0,0,316228,0,0,0,73261056,80740352,632456,0,dense,1000,disable-under-delta
ep_annihilation,316228,sequential,0,4,true,0.007403,316228,42.718,0,1.0000,1.0000,0.0000,80740352,0,0,0,0,316228,0,0,0,73261056,80740352,632456,0,dense,1000,disable-under-delta
ep_annihilation,316228,local,2,0,true,0.212890,316228,1.485,1,0.0348,0.0174,0.9642,176304128,0,0,0,0,316228,0,0,0,73261056,176304128,632456,632456,dense,1000,disable-under-delta
ep_annihilation,316228,local,2,1,true,0.242495,316228,1.304,1,0.0305,0.0153,0.9663,176304128,0,0,0,0,316228,0,0,0,73261056,176304128,632456,632456,dense,1000,disable-under-delta
ep_annihilation,316228,local,2,2,true,0.220956,316228,1.431,1,0.0335,0.0168,0.9627,176304128,0,0,0,0,316228,0,0,0,73261056,176304128,632456,632456,dense,1000,disable-under-delta
ep_annihilation,316228,local,2,3,true,0.212890,316228,1.485,1,0.0348,0.0174,0.9609,176304128,0,0,0,0,316228,0,0,0,73261056,176304128,632456,632456,dense,1000,disable-under-delta
ep_annihilation,316228,local,2,4,true,0.207648,316228,1.523,1,0.0357,0.0178,0.9602,176304128,0,0,0,0,316228,0,0,0,73261056,176304128,632456,632456,dense,1000,disable-under-delta
ep_annihilation,1000000,sequential,0,0,true,0.021279,1000000,46.994,0,1.0000,1.0000,0.0000,214093824,0,0,0,0,1000000,0,0,0,214093824,214093824,2000000,0,dense,1000,disable-under-delta
ep_annihilation,1000000,sequential,0,1,true,0.025080,1000000,39.873,0,1.0000,1.0000,0.0000,240005120,0,0,0,0,1000000,0,0,0,214093824,240005120,2000000,0,dense,1000,disable-under-delta
ep_annihilation,1000000,sequential,0,2,true,0.023975,1000000,41.710,0,1.0000,1.0000,0.0000,240070656,0,0,0,0,1000000,0,0,0,214093824,240070656,2000000,0,dense,1000,disable-under-delta
ep_annihilation,1000000,sequential,0,3,true,0.021060,1000000,47.484,0,1.0000,1.0000,0.0000,240070656,0,0,0,0,1000000,0,0,0,214093824,240070656,2000000,0,dense,1000,disable-under-delta
ep_annihilation,1000000,sequential,0,4,true,0.021328,1000000,46.886,0,1.0000,1.0000,0.0000,240070656,0,0,0,0,1000000,0,0,0,214093824,240070656,2000000,0,dense,1000,disable-under-delta
ep_annihilation,1000000,local,2,0,true,0.901523,1000000,1.109,1,0.0237,0.0118,0.9731,498978816,0,0,0,0,1000000,0,0,0,214093824,498978816,2000000,2000000,dense,1000,disable-under-delta
ep_annihilation,1000000,local,2,1,true,0.911572,1000000,1.097,1,0.0234,0.0117,0.9739,498978816,0,0,0,0,1000000,0,0,0,214093824,498978816,2000000,2000000,dense,1000,disable-under-delta
ep_annihilation,1000000,local,2,2,true,0.978368,1000000,1.022,1,0.0218,0.0109,0.9743,498978816,0,0,0,0,1000000,0,0,0,214093824,498978816,2000000,2000000,dense,1000,disable-under-delta
ep_annihilation,1000000,local,2,3,true,0.935665,1000000,1.069,1,0.0228,0.0114,0.9742,498978816,0,0,0,0,1000000,0,0,0,214093824,498978816,2000000,2000000,dense,1000,disable-under-delta
ep_annihilation,1000000,local,2,4,true,0.926262,1000000,1.080,1,0.0230,0.0115,0.9727,498978816,0,0,0,0,1000000,0,0,0,214093824,498978816,2000000,2000000,dense,1000,disable-under-delta
ep_annihilation,3162278,sequential,0,0,true,0.071984,3162278,43.930,0,1.0000,1.0000,0.0000,509444096,0,0,0,0,3162278,0,0,0,509444096,509444096,6324556,0,dense,1000,disable-under-delta
ep_annihilation,3162278,sequential,0,1,true,0.083970,3162278,37.660,0,1.0000,1.0000,0.0000,755302400,0,0,0,0,3162278,0,0,0,509444096,755302400,6324556,0,dense,1000,disable-under-delta
ep_annihilation,3162278,sequential,0,2,true,0.073606,3162278,42.962,0,1.0000,1.0000,0.0000,755355648,0,0,0,0,3162278,0,0,0,509444096,755355648,6324556,0,dense,1000,disable-under-delta
ep_annihilation,3162278,sequential,0,3,true,0.077750,3162278,40.672,0,1.0000,1.0000,0.0000,755355648,0,0,0,0,3162278,0,0,0,509444096,755355648,6324556,0,dense,1000,disable-under-delta
ep_annihilation,3162278,sequential,0,4,true,0.074208,3162278,42.614,0,1.0000,1.0000,0.0000,755355648,0,0,0,0,3162278,0,0,0,509444096,755355648,6324556,0,dense,1000,disable-under-delta
ep_annihilation,3162278,local,2,0,true,3.671623,3162278,0.861,1,0.0202,0.0101,0.9790,1523392512,0,0,0,0,3162278,0,0,0,509444096,1523392512,6324556,6324556,dense,1000,disable-under-delta
ep_annihilation,3162278,local,2,1,true,3.901216,3162278,0.811,1,0.0190,0.0095,0.9774,1532936192,0,0,0,0,3162278,0,0,0,509444096,1532936192,6324556,6324556,dense,1000,disable-under-delta
ep_annihilation,3162278,local,2,2,true,3.756343,3162278,0.842,1,0.0198,0.0099,0.9775,1532936192,0,0,0,0,3162278,0,0,0,509444096,1532936192,6324556,6324556,dense,1000,disable-under-delta
ep_annihilation,3162278,local,2,3,true,3.752540,3162278,0.843,1,0.0198,0.0099,0.9776,1532936192,0,0,0,0,3162278,0,0,0,509444096,1532936192,6324556,6324556,dense,1000,disable-under-delta
ep_annihilation,3162278,local,2,4,true,3.731920,3162278,0.847,1,0.0199,0.0099,0.9792,1532936192,0,0,0,0,3162278,0,0,0,509444096,1532936192,6324556,6324556,dense,1000,disable-under-delta
ep_annihilation,10000,sequential,0,0,true,0.000248,10000,40.302,0,1.0000,1.0000,0.0000,6627328,0,0,0,0,10000,0,0,0,6627328,6627328,20000,0,dense,1000,disable-under-delta
ep_annihilation,10000,sequential,0,1,true,0.000238,10000,42.081,0,1.0000,1.0000,0.0000,7151616,0,0,0,0,10000,0,0,0,6627328,7151616,20000,0,dense,1000,disable-under-delta
ep_annihilation,10000,sequential,0,2,true,0.000209,10000,47.940,0,1.0000,1.0000,0.0000,7151616,0,0,0,0,10000,0,0,0,6627328,7151616,20000,0,dense,1000,disable-under-delta
ep_annihilation,10000,sequential,0,3,true,0.000208,10000,47.989,0,1.0000,1.0000,0.0000,7151616,0,0,0,0,10000,0,0,0,6627328,7151616,20000,0,dense,1000,disable-under-delta
ep_annihilation,10000,sequential,0,4,true,0.000208,10000,47.993,0,1.0000,1.0000,0.0000,7151616,0,0,0,0,10000,0,0,0,6627328,7151616,20000,0,dense,1000,disable-under-delta
ep_annihilation,10000,local,4,0,true,0.003538,10000,2.826,1,0.0590,0.0147,0.9167,10194944,0,0,0,0,10000,0,0,0,6627328,10194944,20000,20000,dense,1000,disable-under-delta
ep_annihilation,10000,local,4,1,true,0.003528,10000,2.834,1,0.0591,0.0148,0.9225,10194944,0,0,0,0,10000,0,0,0,6627328,10194944,20000,20000,dense,1000,disable-under-delta
ep_annihilation,10000,local,4,2,true,0.003565,10000,2.805,1,0.0585,0.0146,0.9236,10194944,0,0,0,0,10000,0,0,0,6627328,10194944,20000,20000,dense,1000,disable-under-delta
ep_annihilation,10000,local,4,3,true,0.003571,10000,2.800,1,0.0584,0.0146,0.9229,10194944,0,0,0,0,10000,0,0,0,6627328,10194944,20000,20000,dense,1000,disable-under-delta
ep_annihilation,10000,local,4,4,true,0.003503,10000,2.854,1,0.0595,0.0149,0.9208,10194944,0,0,0,0,10000,0,0,0,6627328,10194944,20000,20000,dense,1000,disable-under-delta
